artist,genre,country,url
KUZU (DAVE REMPIS / TASHI DORJI / TYLER DAMON),Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/kuzu-dave-rempis-tashi-dorji-tyler-damon
SEUN KUTI,African Fusion,Nigeria,http://www.jazzmusicarchives.com/artist/seun-kuti
JEFF KASHIWA,Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/jeff-kashiwa
ROBBY KRIEGER,Fusion / Jazz Related Rock / Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/robby-krieger
KENNER,Fusion,United States,http://www.jazzmusicarchives.com/artist/kenner(united-states)
AUDUN KLEIVE,Nu Jazz / Jazz Related Electronica/Hip-Hop,Norway,http://www.jazzmusicarchives.com/artist/audun-kleive
THE KANDINSKY EFFECT,Nu Jazz,France,http://www.jazzmusicarchives.com/artist/the-kandinsky-effect
SERGEY KURYOKHIN,Jazz Related Improv/Composition / Avant-Garde Jazz / Third Stream / Jazz Related Soundtracks / Jazz Related Rock,Russia,http://www.jazzmusicarchives.com/artist/sergey-kuryokhin
KUMASI,African Fusion,United States,http://www.jazzmusicarchives.com/artist/kumasi
KADMON,Post-Fusion Contemporary,Guatemala,http://www.jazzmusicarchives.com/artist/kadmon
ALEX KOO,21st Century Modern / Third Stream / Post-Fusion Contemporary / Jazz Related Improv/Composition,Belgium,http://www.jazzmusicarchives.com/artist/alex-koo
KLEZMERSON,World Fusion,Mexico,http://www.jazzmusicarchives.com/artist/klezmerson
DARRELL KATZ,Progressive Big Band / Third Stream / Vocal Jazz / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/darrell-katz
KNEEBODY,Nu Jazz / Eclectic Fusion / RnB / Fusion,United States,http://www.jazzmusicarchives.com/artist/kneebody
OMER KLEIN,World Fusion / Post-Fusion Contemporary / Fusion,Israel,http://www.jazzmusicarchives.com/artist/omer-klein
ELIZABETH KING,Jazz Related Gospel,United States,http://www.jazzmusicarchives.com/artist/elizabeth-king
KORA JAZZ TRIO,World Fusion,Multi-National,http://www.jazzmusicarchives.com/artist/kora-jazz-trio
DIANA KRALL,Vocal Jazz / Pop/Art Song/Folk,Canada,http://www.jazzmusicarchives.com/artist/diana-krall
RON KERBER,Post Bop,United States,http://www.jazzmusicarchives.com/artist/ron-kerber
CHRIS KENNER,RnB,United States,http://www.jazzmusicarchives.com/artist/chris-kenner
CHARLES KYNARD,Funk Jazz / Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/charles-kynard
JULIEN KASPER,Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/julien-kasper
ALEKSANDRA KUTRZEPA,Nu Jazz / World Fusion / 21st Century Modern,Poland,http://www.jazzmusicarchives.com/artist/aleksandra-kutrzepa
KALAPARUSHA (MAURICE MCINTYRE),Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/kalaparusha-maurice-mcintyre
KINO TRIO,Post-Fusion Contemporary,United Kingdom,http://www.jazzmusicarchives.com/artist/kino-trio
JONATHAN KREISBERG,Post Bop / Post-Fusion Contemporary / Fusion,United States,http://www.jazzmusicarchives.com/artist/jonathan-kreisberg
LARRY KOONSE,Hard Bop / Post Bop / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/larry-koonse
B. B. KING,Blues / Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/b-b-king
KASHMERE STAGE BAND,Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/kashmere-stage-band
PETER KOWALD,Avant-Garde Jazz / Third Stream,Germany,http://www.jazzmusicarchives.com/artist/peter-kowald
LILAN KANE,RnB,United States,http://www.jazzmusicarchives.com/artist/lilan-kane
BOBBY KEYS,RnB,United States,http://www.jazzmusicarchives.com/artist/bobby-keys
WAYNE KRANTZ,Fusion / Post-Fusion Contemporary / Jazz Related Rock / Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/wayne-krantz
EDGAR KNECHT,Post-Fusion Contemporary,Germany,http://www.jazzmusicarchives.com/artist/edgar-knecht
MARIA KANNEGAARD,Post Bop / Nu Jazz / Jazz Related Improv/Composition / 21st Century Modern,Denmark,http://www.jazzmusicarchives.com/artist/maria-kannegaard
SZYMON KLEKOWICKI,Fusion,Poland,http://www.jazzmusicarchives.com/artist/szymon-klekowicki
MATTHEW KAMINSKI,Soul Jazz / Pop/Art Song/Folk / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/matthew-kaminski
OLIVER QUARTET KUCHAROVIČ,Fusion,Multi-National,http://www.jazzmusicarchives.com/artist/oliver-kucharovic-quartet
GEORGE KING,Third Stream / Post-Fusion Contemporary,United Kingdom,http://www.jazzmusicarchives.com/artist/george-king
MARY LOUISE KNUTSON,Post Bop,United States,http://www.jazzmusicarchives.com/artist/mary-louise-knutson
MAUREEN KENNEDY,Vocal Jazz,Canada,http://www.jazzmusicarchives.com/artist/maureen-kennedy
BILLY KILSON,Fusion / Post Bop,United States,http://www.jazzmusicarchives.com/artist/billy-kilson
NATALIA M. KING,Blues / Pop/Art Song/Folk,Dominican Republic,http://www.jazzmusicarchives.com/artist/natalia-m-king
KIRKE KARJA,21st Century Modern,Estonia,http://www.jazzmusicarchives.com/artist/kirke-karja
KRISTINA KOLLER,Vocal Jazz / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/kristina-koller
YIOTIS KIOURTSOGLOU,Fusion,Greece,http://www.jazzmusicarchives.com/artist/yiotis-kiourtsoglou
STÉPHANE KERECKI,World Fusion / Post-Fusion Contemporary / Post Bop,France,http://www.jazzmusicarchives.com/artist/stephane-kerecki
SNORRE KIRK,Hard Bop / Swing / Bop,Denmark,http://www.jazzmusicarchives.com/artist/snorre-kirk
