artist,genre,country,url
MONIKA RYAN,Vocal Jazz / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/monika-ryan
MAVIS RIVERS,Vocal Jazz,Samoa,http://www.jazzmusicarchives.com/artist/mavis-rivers
RENGA ENSEMBLE,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/renga-ensemble
TOM RIZZO,Big Band,United States,http://www.jazzmusicarchives.com/artist/tom-rizzo
ADRIAN ROLLINI,Classic (1920s) Jazz,United States,http://www.jazzmusicarchives.com/artist/adrian-rollini
LIN ROUNTREE,RnB / Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/lin-rountree
REV. SEKOU,RnB,United States,http://www.jazzmusicarchives.com/artist/rev-sekou
MARC RUSSO,RnB / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/marc-russo
KEVIN REVEYRAND,World Fusion / Fusion,France,http://www.jazzmusicarchives.com/artist/kevin-reveyrand
SAM REIDER,World Fusion / Third Stream,United States,http://www.jazzmusicarchives.com/artist/sam-reider
DUKE ROBILLARD,Blues / RnB / Soul Jazz,United States,http://www.jazzmusicarchives.com/artist/duke-robillard
JOCHEN RÜCKERT (RUECKERT),Post Bop,Germany,http://www.jazzmusicarchives.com/artist/jochen-ruckert-rueckert
RADIO BANSKA,World Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/radio-banska
ELIJAH ROCK,Vocal Jazz / RnB,United States,http://www.jazzmusicarchives.com/artist/elijah-rock
CHARLES RUGGIERO,Post Bop / Exotica,United States,http://www.jazzmusicarchives.com/artist/charles-ruggiero
DELLA REESE,Vocal Jazz / Blues,United States,http://www.jazzmusicarchives.com/artist/della-reese
LOU RAWLS,Vocal Jazz / Blues / Soul Jazz / RnB,United States,http://www.jazzmusicarchives.com/artist/lou-rawls
ARNAN RAZ,Post-Fusion Contemporary / Post Bop,Israel,http://www.jazzmusicarchives.com/artist/arnan-raz
HARISH RAGHAVAN,21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/harish-raghavan
REFUGEE TRIO,Third Stream,United States,http://www.jazzmusicarchives.com/artist/refugee-trio
ERNST REIJSEGER,Avant-Garde Jazz / Jazz Related Soundtracks / Third Stream / World Fusion / Post-Fusion Contemporary,Netherlands,http://www.jazzmusicarchives.com/artist/ernst-reijseger
RHYTHM BOYS,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/rhythm-boys
ORIOL ROCA,Jazz Related Improv/Composition / 21st Century Modern,Spain,http://www.jazzmusicarchives.com/artist/oriol-roca
SUN RA,Progressive Big Band / Avant-Garde Jazz / Big Band / Jazz Related Soundtracks / Jazz Related Improv/Composition / Exotica,United States,http://www.jazzmusicarchives.com/artist/sun-ra
DON RENDELL,Post Bop / Hard Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/don-rendell(united-kingdom)
FENTON ROBINSON,Blues,United States,http://www.jazzmusicarchives.com/artist/fenton-robinson
MON RIVERA,Afro-Cuban Jazz,Puerto Rico,http://www.jazzmusicarchives.com/artist/mon-rivera()
JAMIE REYNOLDS,Post-Fusion Contemporary / Nu Jazz,Canada,http://www.jazzmusicarchives.com/artist/jamie-reynolds
REBEL TONGUE,Funk,United States,http://www.jazzmusicarchives.com/artist/rebel-tongue
THE ROOT SOURCE,Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/the-root-source
GEORGE RUSSELL,Post Bop / Progressive Big Band / Avant-Garde Jazz / Third Stream / Jazz Related Soundtracks,United States,http://www.jazzmusicarchives.com/artist/george-russell
DAVID RUFFIN,RnB,United States,http://www.jazzmusicarchives.com/artist/david-ruffin
DEAN MAGRAW'S RED PLANET,Jazz Related Improv/Composition,United States,http://www.jazzmusicarchives.com/artist/dean-magraws-red-planet
JIM ROTONDI,Hard Bop / Soul Jazz / Fusion / Big Band,United States,http://www.jazzmusicarchives.com/artist/jim-rotondi
RON REID,World Fusion,Trinidad And Tobago,http://www.jazzmusicarchives.com/artist/ron-reid
DAVE RIVELLO,Progressive Big Band,United States,http://www.jazzmusicarchives.com/artist/dave-rivello
THE REUNION PROJECT,Latin Jazz,Brazil,http://www.jazzmusicarchives.com/artist/the-reunion-project
RANTAMA TRIO,Jazz Related Rock,Finland,http://www.jazzmusicarchives.com/artist/rantama-trio
HANK ROBERTS,Eclectic Fusion / Jazz Related Rock / Jazz Related Improv/Composition / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/hank-roberts
JOEL ROSS,21st Century Modern / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/joel-ross
ROLLER TRIO,Eclectic Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/roller-trio
ROSWELL RUDD,Avant-Garde Jazz / Vocal Jazz / World Fusion / 21st Century Modern / Post Bop / Pop/Art Song/Folk / Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/roswell-rudd
KARL IVAR REFSETH,Post-Fusion Contemporary,Norway,http://www.jazzmusicarchives.com/artist/karl-ivar-refseth
BEN RILEY,Bop,United States,http://www.jazzmusicarchives.com/artist/ben-riley
LOUIE RAMIREZ,Afro-Cuban Jazz / RnB,United States,http://www.jazzmusicarchives.com/artist/louie-ramirez
