artist,genre,country,url
THE ISLEY BROTHERS,Funk / RnB / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/the-isley-brothers
IKEBE SHAKEDOWN,African Fusion,United States,http://www.jazzmusicarchives.com/artist/ikebe-shakedown
I.P.A.,Avant-Garde Jazz,Multi-National,http://www.jazzmusicarchives.com/artist/ipa
GREGORY ISAACS,Dub/Ska/Reggae,Jamaica,http://www.jazzmusicarchives.com/artist/gregory-isaacs
DOMINIC INGHAM,Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/dominic-ingham(united-kingdom)
ILMILIEKKI QUARTET,Fusion / Pop/Art Song/Folk / Nu Jazz,Finland,http://www.jazzmusicarchives.com/artist/ilmiliekki-quartet
JOHN IRVINE,Fusion / Jazz Related Rock,United Kingdom,http://www.jazzmusicarchives.com/artist/john-irvine
JON IRABAGON,Avant-Garde Jazz / 21st Century Modern / Third Stream / Post Bop / Jazz Related Improv/Composition / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/jon-irabagon
IGUANA,Jazz Related Rock,United Kingdom,http://www.jazzmusicarchives.com/artist/iguana
KUNIHIRO IZUMI,Jazz Related Improv/Composition,Japan,http://www.jazzmusicarchives.com/artist/kunihiro-izumi
DON IMMEL,Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/don-immel
TOME ILIEV,World Fusion,Macedonia,http://www.jazzmusicarchives.com/artist/tome-iliev
INTRAVENUS,Nu Jazz,Greece,http://www.jazzmusicarchives.com/artist/intravenus
ADRIÁN IAIES,Post Bop / Latin Jazz / Vocal Jazz,Argentina,http://www.jazzmusicarchives.com/artist/adrian-iaies
ICONILI,World Fusion,Brazil,http://www.jazzmusicarchives.com/artist/iconili
IDÉE MANU,Third Stream / 21st Century Modern,Switzerland,http://www.jazzmusicarchives.com/artist/idee-manu
"INTERNATIONAL ""POP"" ALL STARS",Exotica,United States,http://www.jazzmusicarchives.com/artist/international-pop-all-stars
ICEBERG,Fusion / Jazz Related Rock,Spain,http://www.jazzmusicarchives.com/artist/iceberg
HASAAN IBN ALI,Hard Bop / Post Bop,United States,http://www.jazzmusicarchives.com/artist/hasaan-ibn-ali
CHUCK ISRAELS,Post Bop / Progressive Big Band / Big Band,United States,http://www.jazzmusicarchives.com/artist/chuck-israels
DIETER ILG,Third Stream / Post-Fusion Contemporary / Post Bop / Jazz Related Soundtracks / Fusion / 21st Century Modern,Germany,http://www.jazzmusicarchives.com/artist/dieter-ilg
IGUAZU,Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/iguazu
THE IDEA OF NORTH,Vocal Jazz,Australia,http://www.jazzmusicarchives.com/artist/the-idea-of-north
THE IMPOSSIBLE GENTLEMEN,Fusion,Multi-National,http://www.jazzmusicarchives.com/artist/the-impossible-gentlemen
IL BARICENTRO,Fusion,Italy,http://www.jazzmusicarchives.com/artist/il-baricentro
