artist,genre,country,url
ALEXANDRA LEHMLER,Fusion / Post-Fusion Contemporary / Post Bop,Germany,http://www.jazzmusicarchives.com/artist/alexandra-lehmler
SARA LEIB,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/sara-leib
L. A. 6,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/l-a-6
TIM LAUGHLIN,Dixieland / Swing,United States,http://www.jazzmusicarchives.com/artist/tim-laughlin
LIQUID TENSION EXPERIMENT,Jazz Related Rock,United States,http://www.jazzmusicarchives.com/artist/liquid-tension-experiment
LOS AUTONAUTAS,21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/los-autonautas
LUMEN DRONES,Jazz Related Improv/Composition,Norway,http://www.jazzmusicarchives.com/artist/lumen-drones
BILLY LARKIN,Soul Jazz,United States,http://www.jazzmusicarchives.com/artist/billy-larkin
RUSS LOSSING,Avant-Garde Jazz / 21st Century Modern / Post Bop / Third Stream / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/russ-lossing
LEMMINGS SUICIDE MYTH,Jazz Related Rock / Pop/Art Song/Folk / Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/lemmings-suicide-myth
THE LIBERATION MUSIC COLLECTIVE,Third Stream / Jazz Related Improv/Composition,United States,http://www.jazzmusicarchives.com/artist/the-liberation-music-collective
JAMES LENT,Ragtime,United States,http://www.jazzmusicarchives.com/artist/james-lent
BERT LOWN,Big Band,United States,http://www.jazzmusicarchives.com/artist/bert-lown
JULIA LEE,Blues,United States,http://www.jazzmusicarchives.com/artist/julia-lee
JACQUES LOUSSIER,Third Stream / Jazz Related Soundtracks / Pop/Art Song/Folk / Fusion,France,http://www.jazzmusicarchives.com/artist/jacques-loussier
GAETANO LETIZIA,Fusion / Blues / RnB / Pop/Art Song/Folk / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/gaetano-letizia
MARK LEWANDOWSKI,Post Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/mark-lewandowski
FIL LORENZ,Soul Jazz,United States,http://www.jazzmusicarchives.com/artist/fil-lorenz
LUCA SISERA ROOFER,21st Century Modern,Switzerland,http://www.jazzmusicarchives.com/artist/roofer
LUPA,Fusion,Latvia,http://www.jazzmusicarchives.com/artist/lupa
THE LEADERS,Post Bop,United States,http://www.jazzmusicarchives.com/artist/the-leaders
INGRID LUCIA,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/ingrid-lucia
GABOR LESKO,Fusion / Pop/Art Song/Folk / Post-Fusion Contemporary / Third Stream / Jazz Related Improv/Composition,Italy,http://www.jazzmusicarchives.com/artist/gabor-lesko
PETER LIN,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/peter-lin
SØREN LAMPE,Vocal Jazz,Denmark,http://www.jazzmusicarchives.com/artist/søren-lampe
YANK LAWSON,Dixieland,United States,http://www.jazzmusicarchives.com/artist/yank-lawson
ADAM LANE,Avant-Garde Jazz / Progressive Big Band,United States,http://www.jazzmusicarchives.com/artist/adam-lane
LUCRECIA,Afro-Cuban Jazz,Cuba,http://www.jazzmusicarchives.com/artist/lucrecia
GEORGE E. LEE,Big Band,United States,http://www.jazzmusicarchives.com/artist/george-e-lee
YAMIT LEMOINE,Vocal Jazz,Israel,http://www.jazzmusicarchives.com/artist/yamit-lemoine
STEVE LASPINA,Post Bop,United States,http://www.jazzmusicarchives.com/artist/steve-laspina
LASSE LINDGREN,Big Band / Fusion,Sweden,http://www.jazzmusicarchives.com/artist/lasse-lindgren
LÍMBICO,Fusion,Spain,http://www.jazzmusicarchives.com/artist/limbico
DIMITAR LIOLEV,World Fusion / Post Bop,Bulgaria,http://www.jazzmusicarchives.com/artist/dimitar-liolev
BILL LAURANCE,Nu Jazz / Post-Fusion Contemporary / Jazz Related Electronica/Hip-Hop / Jazz Related Improv/Composition / Big Band,United Kingdom,http://www.jazzmusicarchives.com/artist/bill-laurance
REGGIE LUCAS,Fusion,United States,http://www.jazzmusicarchives.com/artist/reggie-lucas
LE POT,Jazz Related Improv/Composition,Switzerland,http://www.jazzmusicarchives.com/artist/le-pot
STEVE LOZA,Progressive Big Band / Latin Jazz / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/steve-loza
GABRIEL LATCHIN,Hard Bop / Post-Fusion Contemporary / Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/gabriel-latchin
LAPIS LAZULI,Eclectic Fusion / Jazz Related Rock,United Kingdom,http://www.jazzmusicarchives.com/artist/lapis-lazuli(united-kingdom)
JOHN LINDBERG,Avant-Garde Jazz / 21st Century Modern / Post-Fusion Contemporary,United States,http://www.jazzmusicarchives.com/artist/john-lindberg
INGRID LAUBROCK,Avant-Garde Jazz / 21st Century Modern / Third Stream,Germany,http://www.jazzmusicarchives.com/artist/ingrid-laubrock
LE CERCLE CHROMATIQUE,Nu Jazz,France,http://www.jazzmusicarchives.com/artist/le-cercle-chromatique
LASER,Eclectic Fusion,Finland,http://www.jazzmusicarchives.com/artist/laser
MAGNUS LINDGREN,Hard Bop / Post Bop / Third Stream / RnB / Progressive Big Band / Pop/Art Song/Folk / Latin Rock/Soul / Big Band,Sweden,http://www.jazzmusicarchives.com/artist/magnus-lindgren
LEVIN MINNEMAN RUDESS,Jazz Related Rock,United States,http://www.jazzmusicarchives.com/artist/levin-minneman-rudess
JIMMY LYTELL,Classic (1920s) Jazz,United States,http://www.jazzmusicarchives.com/artist/jimmy-lytell
MELBA LISTON,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/melba-liston
ROBBIE LEE,Jazz Related Improv/Composition / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/robbie-lee
BLAKE LYMAN,Post Bop,United States,http://www.jazzmusicarchives.com/artist/blake-lyman
LEWIS TRIO,Latin Jazz,Cuba,http://www.jazzmusicarchives.com/artist/lewis-trio
AMOS LEE,Pop/Art Song/Folk / Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/amos-lee
RON LEVY,Soul Jazz / Blues / Acid Jazz,United States,http://www.jazzmusicarchives.com/artist/ron-levy
CHUCK LOEB,Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/chuck-loeb
LYE BY MISTAKE,Jazz Related Rock,United States,http://www.jazzmusicarchives.com/artist/lye-by-mistake
LOOP VERTIGO,Nu Jazz,Greece,http://www.jazzmusicarchives.com/artist/loop-vertigo
JULIEN LOURAU,World Fusion / Jazz Related Electronica/Hip-Hop / Fusion / Post-Fusion Contemporary / Nu Jazz / Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/julien-lourau
ANNA LUCA,Pop/Art Song/Folk,Sweden,http://www.jazzmusicarchives.com/artist/anna-luca
JARROD LAWSON,RnB,United States,http://www.jazzmusicarchives.com/artist/jarrod-lawson
FRED LONBERG-HOLM,Avant-Garde Jazz / Jazz Related Improv/Composition / Post-Fusion Contemporary / Swing,United States,http://www.jazzmusicarchives.com/artist/fred-lonberg-holm
LISBON FREEDOM UNIT,Avant-Garde Jazz,Portugal,http://www.jazzmusicarchives.com/artist/lisbon-freedom-unit
AARON REALITY LEBOS,Fusion,United States,http://www.jazzmusicarchives.com/artist/aaron-lebos-reality
JIRI LEVICEK,Post Bop,Czech Republic,http://www.jazzmusicarchives.com/artist/jiri-levicek
JANET LAWSON,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/janet-lawson
JOSH LAWRENCE,Hard Bop / Post Bop,United States,http://www.jazzmusicarchives.com/artist/josh-lawrence
OLIVER LAKE,Avant-Garde Jazz / Post Bop / Third Stream / Progressive Big Band / Funk Jazz / Pop/Art Song/Folk / Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/oliver-lake
AMY LONDON,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/amy-london
LIVING DAYLIGHTS,Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/living-daylights
FURRY LEWIS,Blues,United States,http://www.jazzmusicarchives.com/artist/furry-lewis
NICK LEVINOVSKY,Post Bop / Fusion / Big Band / Hard Bop,Russia,http://www.jazzmusicarchives.com/artist/nick-levinovsky
NOA LEVY,Vocal Jazz,Israel,http://www.jazzmusicarchives.com/artist/noa-levy
