artist,genre,country,url
DJAMRA,Eclectic Fusion,Japan,http://www.jazzmusicarchives.com/artist/djamra(japan)
RODRIGO DOMÍNGUEZ,21st Century Modern,Argentina,http://www.jazzmusicarchives.com/artist/rodrigo-dominguez
CHARLIE DENNARD,World Fusion / Soul Jazz / Post-Fusion Contemporary / Post Bop / Fusion,United States,http://www.jazzmusicarchives.com/artist/charlie-dennard
PACO DE LUCIA,Latin Jazz / Third Stream / World Fusion / Jazz Related Soundtracks,Spain,http://www.jazzmusicarchives.com/artist/paco-de-lucia
DR. JOHN,RnB / Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/dr-john
MON DAVID,Vocal Jazz,Philippines,http://www.jazzmusicarchives.com/artist/mon-david
CLAUDIA DÖFFINGER,Progressive Big Band,Germany,http://www.jazzmusicarchives.com/artist/claudia-doffinger
MICHAEL DEES,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/michael-dees
DEE DANIELS,Vocal Jazz / Jazz Related Gospel / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/dee-daniels
DEUS NUVEM,Nu Jazz,Brazil,http://www.jazzmusicarchives.com/artist/deus-nuvem
DEODATO,Pop/Art Song/Folk / RnB / Latin Jazz / Big Band,Brazil,http://www.jazzmusicarchives.com/artist/deodato
LUIS DENIZ,Latin Jazz,Cuba,http://www.jazzmusicarchives.com/artist/luis-deniz
DARYL ‎ DAVIS,RnB,United States,http://www.jazzmusicarchives.com/artist/daryl-davis-
BENOÎT DELBECQ,Avant-Garde Jazz / 21st Century Modern,France,http://www.jazzmusicarchives.com/artist/benoit-delbecq
DOPOLARIANS,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/dopolarians
FELIPE DUHART,Post Bop,Chile,http://www.jazzmusicarchives.com/artist/felipe-duhart
ERIC DOLPHY,Hard Bop / Avant-Garde Jazz / Post Bop,United States,http://www.jazzmusicarchives.com/artist/eric-dolphy
KIT DOWNES,Post Bop / Jazz Related Improv/Composition / Third Stream / World Fusion / Avant-Garde Jazz,United Kingdom,http://www.jazzmusicarchives.com/artist/kit-downes
JACK DESALVO,Post-Fusion Contemporary / Fusion / Post Bop / World Fusion / Progressive Big Band / Hard Bop / Avant-Garde Jazz / 21st Century Modern,United States,http://www.jazzmusicarchives.com/artist/jack-desalvo
SIENNA DAHLEN,Vocal Jazz / Pop/Art Song/Folk,Canada,http://www.jazzmusicarchives.com/artist/sienna-dahlen
DOMINIQUE DI PIAZZA,Post-Fusion Contemporary,France,http://www.jazzmusicarchives.com/artist/dominique-di-piazza
DIRTY THREE,Jazz Related Rock,Australia,http://www.jazzmusicarchives.com/artist/dirty-three
MICHEL DONATO,Hard Bop / Post Bop / Swing,Canada,http://www.jazzmusicarchives.com/artist/michel-donato
KAIT DUNTON,Fusion / Post-Fusion Contemporary / RnB,United States,http://www.jazzmusicarchives.com/artist/kait-dunton
HILARIO DURÁN,Afro-Cuban Jazz / Third Stream / Latin Jazz,Cuba,http://www.jazzmusicarchives.com/artist/hilario-duran
ELDAR DJANGIROV,Post Bop / Third Stream / Fusion,Kyrgyzstan,http://www.jazzmusicarchives.com/artist/eldar-djangirov
CHIVIRICO DAVILA,Afro-Cuban Jazz,Puerto Rico,http://www.jazzmusicarchives.com/artist/chivirico-davila
MARK DIMOND,Afro-Cuban Jazz,United States,http://www.jazzmusicarchives.com/artist/mark-dimond
KOEN DE BRUYNE,Jazz Related Soundtracks / Fusion,Belgium,http://www.jazzmusicarchives.com/artist/koen-de-bruyne
DEAD CAT BOUNCE,Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/dead-cat-bounce
DURHAM UNIVERSITY BIG BAND,Progressive Big Band,United Kingdom,http://www.jazzmusicarchives.com/artist/durham-university-big-band
JAKOB DINESEN,Post Bop / Hard Bop / Post-Fusion Contemporary / Afro-Cuban Jazz / 21st Century Modern,Denmark,http://www.jazzmusicarchives.com/artist/jakob-dinesen
HENRY DARRAGH,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/henry-darragh
MARK DEJONG,Fusion,Canada,http://www.jazzmusicarchives.com/artist/mark-dejong
PAUL DESMOND,Cool Jazz / Bossa Nova,United States,http://www.jazzmusicarchives.com/artist/paul-desmond
DANIEL DELORENZO,Swing / Soul Jazz / World Fusion / Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/daniel-delorenzo
SOLOMON DOUGLAS,Big Band,United States,http://www.jazzmusicarchives.com/artist/solomon-douglas
NATHAN DAVIS,Hard Bop / Progressive Big Band,United States,http://www.jazzmusicarchives.com/artist/nathan-davis
DEAD ROBOT,Eclectic Fusion,Spain,http://www.jazzmusicarchives.com/artist/dead-robot
DN3,Jazz Related Electronica/Hip-Hop,Italy,http://www.jazzmusicarchives.com/artist/dn3
MARCELO DOS REIS,Jazz Related Improv/Composition / Avant-Garde Jazz,Portugal,http://www.jazzmusicarchives.com/artist/marcelo-dos-reis
PAQUITO D'RIVERA,Latin Jazz / Third Stream / Big Band / Afro-Cuban Jazz / Progressive Big Band / Hard Bop / Fusion,Cuba,http://www.jazzmusicarchives.com/artist/paquito-drivera(cuba)
DANIEL DICKINSON,Post Bop,United States,http://www.jazzmusicarchives.com/artist/daniel-dickinson
BILL DOGGETT,RnB / Exotica / Blues / Soul Jazz,United States,http://www.jazzmusicarchives.com/artist/bill-doggett
MARK DRESSER,Avant-Garde Jazz / 21st Century Modern / Third Stream / Jazz Related Soundtracks / Jazz Related Improv/Composition,United States,http://www.jazzmusicarchives.com/artist/mark-dresser
CARROLL DICKERSON,Dixieland / Big Band,United States,http://www.jazzmusicarchives.com/artist/carroll-dickerson
JAMES DAPOGNY,Classic (1920s) Jazz / Stride Piano / Swing,United States,http://www.jazzmusicarchives.com/artist/james-dapogny
JIMMY JAZZ BAND DURANTE'S,Original New Orleans Jazz,United States,http://www.jazzmusicarchives.com/artist/jimmy-durantes-jazz-band
MATTHIEU DONARIER,Avant-Garde Jazz / Fusion / Jazz Related Improv/Composition / Eclectic Fusion,France,http://www.jazzmusicarchives.com/artist/matthieu-donarier
MARA DE MUTIIS,Vocal Jazz,Italy,http://www.jazzmusicarchives.com/artist/mara-de-mutiis
TOMMY & HIS ORCHESTRA DORSEY,Big Band / Exotica,United States,http://www.jazzmusicarchives.com/artist/tommy-dorsey-and-his-orchestra
JULIA DOLLISON,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/julia-dollison
DEN ZA DEN,Fusion,Macedonia,http://www.jazzmusicarchives.com/artist/den-za-den
ANDREW DURKIN,Eclectic Fusion,United States,http://www.jazzmusicarchives.com/artist/andrew-durkin
DAWN OF MIDI,Avant-Garde Jazz / Nu Jazz,Multi-National,http://www.jazzmusicarchives.com/artist/dawn-of-midi
LAURA DICKINSON,Vocal Jazz / Pop/Art Song/Folk,United States,http://www.jazzmusicarchives.com/artist/laura-dickinson
CHANTAL DE VILLIERS,Soul Jazz / Pop/Art Song/Folk / Jazz Related Soundtracks,Canada,http://www.jazzmusicarchives.com/artist/chantal-de-villiers
BLOSSOM DEARIE,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/blossom-dearie
MARTIN DENNY,Exotica,United States,http://www.jazzmusicarchives.com/artist/martin-denny
EDDIE DURHAM,Swing,United States,http://www.jazzmusicarchives.com/artist/eddie-durham
DEFÓRMICA,Jazz Related Rock,Argentina,http://www.jazzmusicarchives.com/artist/deformica
MANUEL DUNKEL,Post Bop / Hard Bop,Finland,http://www.jazzmusicarchives.com/artist/manuel-dunkel
LEO DIAMOND,Exotica,United States,http://www.jazzmusicarchives.com/artist/leo-diamond
ROBERTA DONNAY,Vocal Jazz / Pop/Art Song/Folk / RnB,United States,http://www.jazzmusicarchives.com/artist/roberta-donnay
AXEL DÖRNER,Jazz Related Improv/Composition / Avant-Garde Jazz,Germany,http://www.jazzmusicarchives.com/artist/axel-dorner
NORMAN DAVID,Progressive Big Band,Canada,http://www.jazzmusicarchives.com/artist/norman-david
