artist,genre,country
TH NNER ROAD,Symphonic Prog,United Kingdom
INNER SPACE,Jazz Rock/Fusion,Multi-National
INNERSPACE,Crossover Prog,Canada
INNO,Progressive Metal,Italy
INNOSENSE,Progressive Metal,Greece
INOMATA TAKESHI & SOUND L.T.D.,Psychedelic/Space Rock,Japan
INQUIRE,Symphonic Prog,Germany
INQUISITOR,Tech/Extreme Prog Metal,Lithuania
INSIDE THE SOUND,Progressive Metal,Ukraine
INSIDE//OUTSIDE,RIO/Avant-Prog,United States
INSIDER,Psychedelic/Space Rock,Italy
INSONAR,RIO/Avant-Prog,Italy
INSPIRATIONAL CORNER,Crossover Prog,Austria
INSTANT CURTAIN,Eclectic Prog,Italy
INSTANT DRONE FACTORY,Krautrock,Multi-National
INSTANT FLIGHT,Psychedelic/Space Rock,Multi-National
INSTANT SUPPRESSION,Progressive Metal,Russia
TH NSTITUTE OF MODERN LOVE,Neo-Prog,United Kingdom
INTENSITY,Progressive Metal,Greece
INTENTIONAL TRAINWRECK,Progressive Metal,United States
INTENTIONS,Crossover Prog,Netherlands
INTER ARMA,Experimental/Post Metal,United States
INTERFACE,Eclectic Prog,Japan
INTERFERENCE SARDINES,RIO/Avant-Prog,Canada
INTERGALACTIC TOURING BAND,Crossover Prog,Multi-National
INTERKOSMOS,Psychedelic/Space Rock,Austria
INTERNATIONAL HARVESTER,Psychedelic/Space Rock,Sweden
INTERNATIONAL KARATE,Post Rock/Math rock,Australia
INTERPOSE+,Eclectic Prog,Japan
INTERVALS,Tech/Extreme Prog Metal,Canada
INTHEBACKGROUND,Post Rock/Math rock,United States
INTO ETERNITY,Tech/Extreme Prog Metal,Canada
INTO MY HOUSES,Progressive Metal,Finland
INTO THE GREAT DIVIDE,Progressive Metal,United States
INTO THE MOAT,Tech/Extreme Prog Metal,United States
INTO THE PRESENCE,Crossover Prog,United States
INTONATE,Tech/Extreme Prog Metal,Canada
INTRAVENUS,Jazz Rock/Fusion,Greece
INTROITUS,Neo-Prog,Sweden
INTRONAUT,Experimental/Post Metal,United States
INTROVISIÓN,Heavy Prog,Costa Rica
JAC NTVELD,Symphonic Prog,United States
INUS,RIO/Avant-Prog,United States
INVALIDS,Post Rock/Math rock,United States
INVASIVE SPECIES,Heavy Prog,United States
INVERNADERO,Psychedelic/Space Rock,Chile
INVERTIGO,Neo-Prog,Germany
TH NVINCIBLE CZARS,Eclectic Prog,United States
INVISIBLE,Symphonic Prog,Argentina
TH NVISIBLE BAND!,Psychedelic/Space Rock,United Kingdom
INVISIBLE OPERA COMPANY OF TIBET (BRAZIL),Psychedelic/Space Rock,Brazil
TH NVISIBLE PRESENCE,Crossover Prog,Multi-National
INVISIGOTH,Neo-Prog,United States
INVOLVED,Progressive Electronic,United States
IO,Experimental/Post Metal,United Kingdom
IO EARTH,Crossover Prog,United Kingdom
IOMAIR,Progressive Metal,Canada
ION,Crossover Prog,United Kingdom
ION,Experimental/Post Metal,United States
ION DISSONANCE,Tech/Extreme Prog Metal,United States
ION QUEST,Psychedelic/Space Rock,United States
IONA,Prog Folk,United Kingdom
IOSEB,Post Rock/Math rock,Sweden
IOTUNN,Tech/Extreme Prog Metal,Denmark
IQ,Neo-Prog,United Kingdom
L RA DE DIOS,Psychedelic/Space Rock,Peru
L RA DEL BACCANO,Heavy Prog,Italy
IRAKLIS,Prog Folk,Greece
IREPRESS,Experimental/Post Metal,United States
IRIS,Neo-Prog,France
IRIS DIVINE,Progressive Metal,United States
IRISH COFFEE,Heavy Prog,Belgium
IRMIN'S WAY,Krautrock,Multi-National
IRON BUTTERFLY,Proto-Prog,United States
IRON DUKE,Symphonic Prog,Denmark
IRON KIM STYLE,Jazz Rock/Fusion,United States
IRON MAIDEN,Prog Related,United Kingdom
IRON THRONES,Tech/Extreme Prog Metal,United States
IRONWOOD,Experimental/Post Metal,Australia
IRREVERSIBLE,Experimental/Post Metal,United States
IRRGARTEN,Crossover Prog,Canada
JOH RVINE,Jazz Rock/Fusion,United Kingdom
ISBJÖRG,Neo-Prog,Denmark
ISILDURS BANE,Symphonic Prog,Sweden
ISIS,Experimental/Post Metal,United States
ISKANDER,Eclectic Prog,Germany
ISLAND,Eclectic Prog,Switzerland
ISLAND,Tech/Extreme Prog Metal,Germany
ISLANDS,Crossover Prog,Canada
ISLE OF THE CROSS,Tech/Extreme Prog Metal,United States
ISOBAR,Eclectic Prog,United States
ISOLATION,Prog Folk,United Kingdom
ISOPODA,Symphonic Prog,Belgium
ISOS,Crossover Prog,Canada
TH SOSCELES PROJECT,Tech/Extreme Prog Metal,Canada
ISOTOPE,Jazz Rock/Fusion,United Kingdom
ISOTOPES,Tech/Extreme Prog Metal,United States
ISPROJECT,Rock Progressivo Italiano,Italy
ISTHMUS,Experimental/Post Metal,United States
ISZIL,Crossover Prog,Chile
IT,Neo-Prog,United Kingdom
IT,Eclectic Prog,United States
IT BITES,Crossover Prog,United Kingdom
IT'S A BEAUTIFUL DAY,Proto-Prog,United States
IT'S NOT NIGHT: IT'S SPACE,Psychedelic/Space Rock,United States
IT'S THE END,Eclectic Prog,Norway
IT'S.TRUE.MENTALITY,Progressive Metal,Poland
ITERUM NATA,Prog Folk,Finland
ITHACA,Prog Folk,United Kingdom
ITOIZ,Prog Folk,Spain
ITZIAR,Prog Folk,Spain
IV LUNA,Progressive Metal,Italy
IVANHOE,Progressive Metal,Germany
VELISLA VANOV,Neo-Prog,Bulgaria
IVERSEN,Progressive Electronic,Norway
IVIRON,Eclectic Prog,Germany
IVOR AXEGLOVITCH,RIO/Avant-Prog,Denmark
IVORY,Psychedelic/Space Rock,Germany
IVORY TOWER,Progressive Metal,Germany
IWRESTLEDABEARONCE,Tech/Extreme Prog Metal,United States
IX,Eclectic Prog,Venezuela
IXION,Neo-Prog,Netherlands
IXT ADUX,Eclectic Prog,United States
IXTHULUH,Psychedelic/Space Rock,Austria
IZ,Heavy Prog,United States
IZAH,Experimental/Post Metal,Netherlands
IZUKAITZ,Prog Folk,Spain
IZVIR,Jazz Rock/Fusion,Yugoslavia
IZZ,Symphonic Prog,United States
